"Year","Phrase","Frequency","Corpus"
1972,"זכויות",7.05855647018845e-05,"heb_2019"
1973,"זכויות",6.84972900281926e-05,"heb_2019"
1974,"זכויות",7.0440633862745e-05,"heb_2019"
1975,"זכויות",6.99395220310959e-05,"heb_2019"
1976,"זכויות",6.79736487135025e-05,"heb_2019"
1977,"זכויות",6.8275723606348e-05,"heb_2019"
1978,"זכויות",6.90721197835436e-05,"heb_2019"
1979,"זכויות",6.8047404056415e-05,"heb_2019"
1980,"זכויות",6.74247941268342e-05,"heb_2019"
1981,"זכויות",6.87386875922259e-05,"heb_2019"
1982,"זכויות",6.84424563327671e-05,"heb_2019"
1983,"זכויות",6.79628979664163e-05,"heb_2019"
1984,"זכויות",6.59532109109153e-05,"heb_2019"
1985,"זכויות",6.64668342713932e-05,"heb_2019"
1986,"זכויות",6.90330821920985e-05,"heb_2019"
1987,"זכויות",6.85582001876485e-05,"heb_2019"
1988,"זכויות",6.84545811964199e-05,"heb_2019"
1989,"זכויות",6.89545444661884e-05,"heb_2019"
1990,"זכויות",6.85463954661308e-05,"heb_2019"
1991,"זכויות",7.07972462155989e-05,"heb_2019"
1992,"זכויות",6.85184609860049e-05,"heb_2019"
1993,"זכויות",6.67504053646033e-05,"heb_2019"
1994,"זכויות",6.66306441416964e-05,"heb_2019"
1995,"זכויות",6.6632851875121e-05,"heb_2019"
1996,"זכויות",6.70194193454725e-05,"heb_2019"
1997,"זכויות",6.72756463505461e-05,"heb_2019"
1998,"זכויות",6.72242676955648e-05,"heb_2019"
1999,"זכויות",6.92475327273964e-05,"heb_2019"
2000,"זכויות",7.36874384788929e-05,"heb_2019"
2001,"זכויות",7.6645977969747e-05,"heb_2019"
2002,"זכויות",7.90283593232743e-05,"heb_2019"
2003,"זכויות",8.19363662490754e-05,"heb_2019"
2004,"זכויות",8.59535981102713e-05,"heb_2019"
2005,"זכויות",8.53949324144716e-05,"heb_2019"
2006,"זכויות",8.32960847349438e-05,"heb_2019"
2007,"זכויות",7.83511454106442e-05,"heb_2019"
2008,"זכויות",7.32275475456845e-05,"heb_2019"
2009,"זכויות",6.83358853815922e-05,"heb_2019"
2010,"זכויות",5.83066417415726e-05,"heb_2019"
2011,"זכויות",4.67231379194085e-05,"heb_2019"
2012,"זכויות",3.9002717000715e-05,"heb_2019"
2013,"זכויות",3.08596031248141e-05,"heb_2019"
2014,"זכויות",2.35847736738443e-05,"heb_2019"
2015,"זכויות",2.35334672587279e-05,"heb_2019"
2016,"זכויות",1.88928347272719e-05,"heb_2019"
2017,"זכויות",1.83260263308208e-05,"heb_2019"
2018,"זכויות",1.96659585071757e-05,"heb_2019"
2019,"זכויות",1.96451961187449e-05,"heb_2019"
1800,"人权",0,"chi_sim_2019"
1801,"人权",0,"chi_sim_2019"
1802,"人权",0,"chi_sim_2019"
1803,"人权",0,"chi_sim_2019"
1804,"人权",0,"chi_sim_2019"
1805,"人权",0,"chi_sim_2019"
1806,"人权",0,"chi_sim_2019"
1807,"人权",0,"chi_sim_2019"
1808,"人权",0,"chi_sim_2019"
1809,"人权",0,"chi_sim_2019"
1810,"人权",0,"chi_sim_2019"
1811,"人权",0,"chi_sim_2019"
1812,"人权",0,"chi_sim_2019"
1813,"人权",0,"chi_sim_2019"
1814,"人权",0,"chi_sim_2019"
1815,"人权",0,"chi_sim_2019"
1816,"人权",0,"chi_sim_2019"
1817,"人权",0,"chi_sim_2019"
1818,"人权",0,"chi_sim_2019"
1819,"人权",0,"chi_sim_2019"
1820,"人权",0,"chi_sim_2019"
1821,"人权",0,"chi_sim_2019"
1822,"人权",0,"chi_sim_2019"
1823,"人权",0,"chi_sim_2019"
1824,"人权",0,"chi_sim_2019"
1825,"人权",0,"chi_sim_2019"
1826,"人权",0,"chi_sim_2019"
1827,"人权",0,"chi_sim_2019"
1828,"人权",0,"chi_sim_2019"
1829,"人权",0,"chi_sim_2019"
1830,"人权",0,"chi_sim_2019"
1831,"人权",0,"chi_sim_2019"
1832,"人权",0,"chi_sim_2019"
1833,"人权",0,"chi_sim_2019"
1834,"人权",0,"chi_sim_2019"
1835,"人权",0,"chi_sim_2019"
1836,"人权",0,"chi_sim_2019"
1837,"人权",0,"chi_sim_2019"
1838,"人权",0,"chi_sim_2019"
1839,"人权",0,"chi_sim_2019"
1840,"人权",0,"chi_sim_2019"
1841,"人权",0,"chi_sim_2019"
1842,"人权",0,"chi_sim_2019"
1843,"人权",0,"chi_sim_2019"
1844,"人权",0,"chi_sim_2019"
1845,"人权",0,"chi_sim_2019"
1846,"人权",0,"chi_sim_2019"
1847,"人权",0,"chi_sim_2019"
1848,"人权",0,"chi_sim_2019"
1849,"人权",0,"chi_sim_2019"
1850,"人权",0,"chi_sim_2019"
1851,"人权",0,"chi_sim_2019"
1852,"人权",0,"chi_sim_2019"
1853,"人权",0,"chi_sim_2019"
1854,"人权",0,"chi_sim_2019"
1855,"人权",0,"chi_sim_2019"
1856,"人权",0,"chi_sim_2019"
1857,"人权",0,"chi_sim_2019"
1858,"人权",0,"chi_sim_2019"
1859,"人权",0,"chi_sim_2019"
1860,"人权",0,"chi_sim_2019"
1861,"人权",0,"chi_sim_2019"
1862,"人权",0,"chi_sim_2019"
1863,"人权",0,"chi_sim_2019"
1864,"人权",0,"chi_sim_2019"
1865,"人权",0,"chi_sim_2019"
1866,"人权",0,"chi_sim_2019"
1867,"人权",0,"chi_sim_2019"
1868,"人权",0,"chi_sim_2019"
1869,"人权",1.61826444257583e-06,"chi_sim_2019"
1870,"人权",1.61826444257583e-06,"chi_sim_2019"
1871,"人权",1.61826444257583e-06,"chi_sim_2019"
1872,"人权",1.61826444257583e-06,"chi_sim_2019"
1873,"人权",1.61826444257583e-06,"chi_sim_2019"
1874,"人权",1.61826444257583e-06,"chi_sim_2019"
1875,"人权",1.61826444257583e-06,"chi_sim_2019"
1876,"人权",0,"chi_sim_2019"
1877,"人权",0,"chi_sim_2019"
1878,"人权",0,"chi_sim_2019"
1879,"人权",0,"chi_sim_2019"
1880,"人权",0,"chi_sim_2019"
1881,"人权",0,"chi_sim_2019"
1882,"人权",0,"chi_sim_2019"
1883,"人权",0,"chi_sim_2019"
1884,"人权",0,"chi_sim_2019"
1885,"人权",0,"chi_sim_2019"
1886,"人权",0,"chi_sim_2019"
1887,"人权",0,"chi_sim_2019"
1888,"人权",0,"chi_sim_2019"
1889,"人权",0,"chi_sim_2019"
1890,"人权",0,"chi_sim_2019"
1891,"人权",0,"chi_sim_2019"
1892,"人权",0,"chi_sim_2019"
1893,"人权",0,"chi_sim_2019"
1894,"人权",0,"chi_sim_2019"
1895,"人权",0,"chi_sim_2019"
1896,"人权",0,"chi_sim_2019"
1897,"人权",6.0191821051246e-07,"chi_sim_2019"
1898,"人权",6.0191821051246e-07,"chi_sim_2019"
1899,"人权",6.0191821051246e-07,"chi_sim_2019"
1900,"人权",6.0191821051246e-07,"chi_sim_2019"
1901,"人权",6.0191821051246e-07,"chi_sim_2019"
1902,"人权",1.58660644566615e-05,"chi_sim_2019"
1903,"人权",1.58660644566615e-05,"chi_sim_2019"
1904,"人权",1.52641462461491e-05,"chi_sim_2019"
1905,"人权",1.52641462461491e-05,"chi_sim_2019"
1906,"人权",1.52641462461491e-05,"chi_sim_2019"
1907,"人权",1.52641462461491e-05,"chi_sim_2019"
1908,"人权",1.52641462461491e-05,"chi_sim_2019"
1909,"人权",0,"chi_sim_2019"
1910,"人权",0,"chi_sim_2019"
1911,"人权",0,"chi_sim_2019"
1912,"人权",0,"chi_sim_2019"
1913,"人权",0,"chi_sim_2019"
1914,"人权",0,"chi_sim_2019"
1915,"人权",0,"chi_sim_2019"
1916,"人权",0,"chi_sim_2019"
1917,"人权",0,"chi_sim_2019"
1918,"人权",0,"chi_sim_2019"
1919,"人权",0,"chi_sim_2019"
1920,"人权",0,"chi_sim_2019"
1921,"人权",0,"chi_sim_2019"
1922,"人权",0,"chi_sim_2019"
1923,"人权",0,"chi_sim_2019"
1924,"人权",0,"chi_sim_2019"
1925,"人权",0,"chi_sim_2019"
1926,"人权",0,"chi_sim_2019"
1927,"人权",0,"chi_sim_2019"
1928,"人权",0,"chi_sim_2019"
1929,"人权",6.01202503146072e-07,"chi_sim_2019"
1930,"人权",6.01202503146072e-07,"chi_sim_2019"
1931,"人权",6.01202503146072e-07,"chi_sim_2019"
1932,"人权",6.01202503146072e-07,"chi_sim_2019"
1933,"人权",3.14587549447814e-05,"chi_sim_2019"
1934,"人权",3.14587549447814e-05,"chi_sim_2019"
1935,"人权",3.14587549447814e-05,"chi_sim_2019"
1936,"人权",3.08575524416353e-05,"chi_sim_2019"
1937,"人权",3.08575524416353e-05,"chi_sim_2019"
1938,"人权",3.08575524416353e-05,"chi_sim_2019"
1939,"人权",3.08575524416353e-05,"chi_sim_2019"
1940,"人权",0,"chi_sim_2019"
1941,"人权",0,"chi_sim_2019"
1942,"人权",0,"chi_sim_2019"
1943,"人权",0,"chi_sim_2019"
1944,"人权",0,"chi_sim_2019"
1945,"人权",0,"chi_sim_2019"
1946,"人权",6.70855830061815e-07,"chi_sim_2019"
1947,"人权",6.93450530369384e-06,"chi_sim_2019"
1948,"人权",6.93450530369384e-06,"chi_sim_2019"
1949,"人权",1.00684026490074e-05,"chi_sim_2019"
1950,"人权",2.1078941959526e-05,"chi_sim_2019"
1951,"人权",2.15618529507213e-05,"chi_sim_2019"
1952,"人权",2.19759908434623e-05,"chi_sim_2019"
1953,"人权",2.32725604486664e-05,"chi_sim_2019"
1954,"人权",1.82077524511572e-05,"chi_sim_2019"
1955,"人权",1.89072867280109e-05,"chi_sim_2019"
1956,"人权",1.69983065916313e-05,"chi_sim_2019"
1957,"人权",7.33459328979994e-06,"chi_sim_2019"
1958,"人权",1.13696751863504e-05,"chi_sim_2019"
1959,"人权",1.18395719255204e-05,"chi_sim_2019"
1960,"人权",1.15142945235545e-05,"chi_sim_2019"
1961,"人权",1.10426328449518e-05,"chi_sim_2019"
1962,"人权",1.09958878705843e-05,"chi_sim_2019"
1963,"人权",1.07531832977007e-05,"chi_sim_2019"
1964,"人权",1.08213659067198e-05,"chi_sim_2019"
1965,"人权",6.87859652056691e-06,"chi_sim_2019"
1966,"人权",7.28326248073634e-06,"chi_sim_2019"
1967,"人权",6.65598333528448e-06,"chi_sim_2019"
1968,"人权",6.88823703447789e-06,"chi_sim_2019"
1969,"人权",8.49830848892452e-06,"chi_sim_2019"
1970,"人权",9.00271158700759e-06,"chi_sim_2019"
1971,"人权",8.60441462334295e-06,"chi_sim_2019"
1972,"人权",8.48292698460032e-06,"chi_sim_2019"
1973,"人权",7.93050432028914e-06,"chi_sim_2019"
1974,"人权",7.94063583141126e-06,"chi_sim_2019"
1975,"人权",8.41577522286181e-06,"chi_sim_2019"
1976,"人权",9.20259805882649e-06,"chi_sim_2019"
1977,"人权",9.98644749675545e-06,"chi_sim_2019"
1978,"人权",1.12356291148379e-05,"chi_sim_2019"
1979,"人权",1.31313095802657e-05,"chi_sim_2019"
1980,"人权",1.42630690658864e-05,"chi_sim_2019"
1981,"人权",1.53609298649826e-05,"chi_sim_2019"
1982,"人权",1.5351116027367e-05,"chi_sim_2019"
1983,"人权",1.39279093543467e-05,"chi_sim_2019"
1984,"人权",1.36228831511939e-05,"chi_sim_2019"
1985,"人权",1.38141277992483e-05,"chi_sim_2019"
1986,"人权",1.63104379160879e-05,"chi_sim_2019"
1987,"人权",2.06154741785472e-05,"chi_sim_2019"
1988,"人权",3.128978758988e-05,"chi_sim_2019"
1989,"人权",5.35480710043755e-05,"chi_sim_2019"
1990,"人权",7.17128078966718e-05,"chi_sim_2019"
1991,"人权",7.9761047995167e-05,"chi_sim_2019"
1992,"人权",8.95495234414869e-05,"chi_sim_2019"
1993,"人权",9.60216457315255e-05,"chi_sim_2019"
1994,"人权",9.88900834012644e-05,"chi_sim_2019"
1995,"人权",0.000105981267032413,"chi_sim_2019"
1996,"人权",9.19666189085027e-05,"chi_sim_2019"
1997,"人权",8.61073463706167e-05,"chi_sim_2019"
1998,"人权",8.84328390904037e-05,"chi_sim_2019"
1999,"人权",8.85565813015481e-05,"chi_sim_2019"
2000,"人权",9.27097571548074e-05,"chi_sim_2019"
2001,"人权",9.94281768466213e-05,"chi_sim_2019"
2002,"人权",9.17217372001947e-05,"chi_sim_2019"
2003,"人权",9.70124840802912e-05,"chi_sim_2019"
2004,"人权",0.000100734132242256,"chi_sim_2019"
2005,"人权",9.89670526385973e-05,"chi_sim_2019"
2006,"人权",9.88851762875649e-05,"chi_sim_2019"
2007,"人权",9.28566992765159e-05,"chi_sim_2019"
2008,"人权",8.09639890836219e-05,"chi_sim_2019"
2009,"人权",7.19999274484248e-05,"chi_sim_2019"
2010,"人权",6.01091448645872e-05,"chi_sim_2019"
2011,"人权",5.37322056126348e-05,"chi_sim_2019"
2012,"人权",5.11527201264731e-05,"chi_sim_2019"
2013,"人权",4.83789317513583e-05,"chi_sim_2019"
2014,"人权",4.52804205061901e-05,"chi_sim_2019"
2015,"人权",4.587119032554e-05,"chi_sim_2019"
2016,"人权",4.48591103382309e-05,"chi_sim_2019"
2017,"人权",4.87558769843114e-05,"chi_sim_2019"
2018,"人权",4.2719742123154e-05,"chi_sim_2019"
1800,"自由",0,"chi_sim_2019"
1801,"自由",0,"chi_sim_2019"
1802,"自由",0,"chi_sim_2019"
1803,"自由",0,"chi_sim_2019"
1804,"自由",0,"chi_sim_2019"
1805,"自由",0,"chi_sim_2019"
1806,"自由",0,"chi_sim_2019"
1807,"自由",0,"chi_sim_2019"
1808,"自由",0,"chi_sim_2019"
1809,"自由",0,"chi_sim_2019"
1810,"自由",0,"chi_sim_2019"
1811,"自由",0,"chi_sim_2019"
1812,"自由",0,"chi_sim_2019"
1813,"自由",0,"chi_sim_2019"
1814,"自由",0,"chi_sim_2019"
1815,"自由",0,"chi_sim_2019"
1816,"自由",0,"chi_sim_2019"
1817,"自由",0,"chi_sim_2019"
1818,"自由",0,"chi_sim_2019"
1819,"自由",0,"chi_sim_2019"
1820,"自由",0,"chi_sim_2019"
1821,"自由",0,"chi_sim_2019"
1822,"自由",0,"chi_sim_2019"
1823,"自由",0,"chi_sim_2019"
1824,"自由",0,"chi_sim_2019"
1825,"自由",0,"chi_sim_2019"
1826,"自由",0,"chi_sim_2019"
1827,"自由",0,"chi_sim_2019"
1828,"自由",0,"chi_sim_2019"
1829,"自由",0,"chi_sim_2019"
1830,"自由",0,"chi_sim_2019"
1831,"自由",0,"chi_sim_2019"
1832,"自由",0,"chi_sim_2019"
1833,"自由",0,"chi_sim_2019"
1834,"自由",0,"chi_sim_2019"
1835,"自由",0,"chi_sim_2019"
1836,"自由",0,"chi_sim_2019"
1837,"自由",0,"chi_sim_2019"
1838,"自由",0,"chi_sim_2019"
1839,"自由",0,"chi_sim_2019"
1840,"自由",0,"chi_sim_2019"
1841,"自由",0,"chi_sim_2019"
1842,"自由",0,"chi_sim_2019"
1843,"自由",0,"chi_sim_2019"
1844,"自由",0,"chi_sim_2019"
1845,"自由",0,"chi_sim_2019"
1846,"自由",0,"chi_sim_2019"
1847,"自由",0,"chi_sim_2019"
1848,"自由",0,"chi_sim_2019"
1849,"自由",0,"chi_sim_2019"
1850,"自由",0,"chi_sim_2019"
1851,"自由",0,"chi_sim_2019"
1852,"自由",0,"chi_sim_2019"
1853,"自由",0,"chi_sim_2019"
1854,"自由",0,"chi_sim_2019"
1855,"自由",0,"chi_sim_2019"
1856,"自由",0,"chi_sim_2019"
1857,"自由",0,"chi_sim_2019"
1858,"自由",0,"chi_sim_2019"
1859,"自由",0,"chi_sim_2019"
1860,"自由",0,"chi_sim_2019"
1861,"自由",0,"chi_sim_2019"
1862,"自由",0,"chi_sim_2019"
1863,"自由",0,"chi_sim_2019"
1864,"自由",0,"chi_sim_2019"
1865,"自由",0,"chi_sim_2019"
1866,"自由",0,"chi_sim_2019"
1867,"自由",0,"chi_sim_2019"
1868,"自由",0,"chi_sim_2019"
1869,"自由",0.00013593421317637,"chi_sim_2019"
1870,"自由",0.00013593421317637,"chi_sim_2019"
1871,"自由",0.00013593421317637,"chi_sim_2019"
1872,"自由",0.00015808003289359,"chi_sim_2019"
1873,"自由",0.00015808003289359,"chi_sim_2019"
1874,"自由",0.00015808003289359,"chi_sim_2019"
1875,"自由",0.00015808003289359,"chi_sim_2019"
1876,"自由",2.21458197172199e-05,"chi_sim_2019"
1877,"自由",2.21458197172199e-05,"chi_sim_2019"
1878,"自由",2.21458197172199e-05,"chi_sim_2019"
1879,"自由",0,"chi_sim_2019"
1880,"自由",0,"chi_sim_2019"
1881,"自由",0,"chi_sim_2019"
1882,"自由",0,"chi_sim_2019"
1883,"自由",0,"chi_sim_2019"
1884,"自由",0,"chi_sim_2019"
1885,"自由",0,"chi_sim_2019"
1886,"自由",0,"chi_sim_2019"
1887,"自由",0,"chi_sim_2019"
1888,"自由",3.15915843072746e-05,"chi_sim_2019"
1889,"自由",3.15915843072746e-05,"chi_sim_2019"
1890,"自由",3.15915843072746e-05,"chi_sim_2019"
1891,"自由",3.15915843072746e-05,"chi_sim_2019"
1892,"自由",3.15915843072746e-05,"chi_sim_2019"
1893,"自由",3.15915843072746e-05,"chi_sim_2019"
1894,"自由",3.15915843072746e-05,"chi_sim_2019"
1895,"自由",5.02900054146137e-05,"chi_sim_2019"
1896,"自由",5.02900054146137e-05,"chi_sim_2019"
1897,"自由",6.98346432597776e-05,"chi_sim_2019"
1898,"自由",6.98346432597776e-05,"chi_sim_2019"
1899,"自由",6.98346432597776e-05,"chi_sim_2019"
1900,"自由",0.000118743962957524,"chi_sim_2019"
1901,"自由",0.000118743962957524,"chi_sim_2019"
1902,"自由",9.89822500352082e-05,"chi_sim_2019"
1903,"自由",9.89822500352082e-05,"chi_sim_2019"
1904,"自由",7.94376121900444e-05,"chi_sim_2019"
1905,"自由",0.000112777798286905,"chi_sim_2019"
1906,"自由",0.000112777798286905,"chi_sim_2019"
1907,"自由",6.3868478589159e-05,"chi_sim_2019"
1908,"自由",8.31917776460094e-05,"chi_sim_2019"
1909,"自由",5.26634851537113e-05,"chi_sim_2019"
1910,"自由",5.26634851537113e-05,"chi_sim_2019"
1911,"自由",7.12139507023884e-05,"chi_sim_2019"
1912,"自由",8.21111129230953e-05,"chi_sim_2019"
1913,"自由",8.21111129230953e-05,"chi_sim_2019"
1914,"自由",8.21111129230953e-05,"chi_sim_2019"
1915,"自由",6.27878138662449e-05,"chi_sim_2019"
1916,"自由",6.27878138662449e-05,"chi_sim_2019"
1917,"自由",6.27878138662449e-05,"chi_sim_2019"
1918,"自由",9.90127529283719e-05,"chi_sim_2019"
1919,"自由",6.56460927400206e-05,"chi_sim_2019"
1920,"自由",8.08533680226122e-05,"chi_sim_2019"
1921,"自由",0.000104574925249576,"chi_sim_2019"
1922,"自由",0.000163827160057346,"chi_sim_2019"
1923,"自由",0.000176910513671049,"chi_sim_2019"
1924,"自由",0.000216033379339413,"chi_sim_2019"
1925,"自由",0.000161257974728609,"chi_sim_2019"
1926,"自由",0.000253441655201771,"chi_sim_2019"
1927,"自由",0.000243262790588363,"chi_sim_2019"
1928,"自由",0.000223316029015613,"chi_sim_2019"
1929,"自由",0.000206749172450925,"chi_sim_2019"
1930,"自由",0.000206137795560478,"chi_sim_2019"
1931,"自由",0.000177117802845065,"chi_sim_2019"
1932,"自由",0.000178716741174867,"chi_sim_2019"
1933,"自由",0.00015070232529979,"chi_sim_2019"
1934,"自由",0.000166386478797774,"chi_sim_2019"
1935,"自由",0.000167973232367201,"chi_sim_2019"
1936,"自由",0.000157560495089066,"chi_sim_2019"
1937,"自由",0.000265283446554219,"chi_sim_2019"
1938,"自由",0.000255180573601267,"chi_sim_2019"
1939,"自由",0.000253581635271465,"chi_sim_2019"
1940,"自由",0.000211202208967214,"chi_sim_2019"
1941,"自由",0.000193205482511465,"chi_sim_2019"
1942,"自由",0.000218142372042556,"chi_sim_2019"
1943,"自由",0.000195895497589455,"chi_sim_2019"
1944,"自由",8.40792872622842e-05,"chi_sim_2019"
1945,"自由",8.75725540286762e-05,"chi_sim_2019"
1946,"自由",0.000105041639731748,"chi_sim_2019"
1947,"自由",0.000127188045683267,"chi_sim_2019"
1948,"自由",0.000163062427808265,"chi_sim_2019"
1949,"自由",0.000193874985728014,"chi_sim_2019"
1950,"自由",0.000259130584059416,"chi_sim_2019"
1951,"自由",0.000276346148893936,"chi_sim_2019"
1952,"自由",0.000343118276629996,"chi_sim_2019"
1953,"自由",0.000417474295578099,"chi_sim_2019"
1954,"自由",0.000444188589296703,"chi_sim_2019"
1955,"自由",0.000464769321427281,"chi_sim_2019"
1956,"自由",0.000450255515586053,"chi_sim_2019"
1957,"自由",0.000420559031356658,"chi_sim_2019"
1958,"自由",0.000454087300957846,"chi_sim_2019"
1959,"自由",0.000443536343352337,"chi_sim_2019"
1960,"自由",0.00039242029223325,"chi_sim_2019"
1961,"自由",0.000349673330284921,"chi_sim_2019"
1962,"自由",0.00032379463248487,"chi_sim_2019"
1963,"自由",0.000326545160662915,"chi_sim_2019"
1964,"自由",0.00033598839321972,"chi_sim_2019"
1965,"自由",0.000315405815074752,"chi_sim_2019"
1966,"自由",0.000301139549784628,"chi_sim_2019"
1967,"自由",0.000292906300663682,"chi_sim_2019"
1968,"自由",0.000316601820356612,"chi_sim_2019"
1969,"自由",0.000376774596848658,"chi_sim_2019"
1970,"自由",0.000376735951119502,"chi_sim_2019"
1971,"自由",0.000365546837981258,"chi_sim_2019"
1972,"自由",0.000370457473244252,"chi_sim_2019"
1973,"自由",0.000363209131007482,"chi_sim_2019"
1974,"自由",0.000361163713802983,"chi_sim_2019"
1975,"自由",0.00034182591064434,"chi_sim_2019"
1976,"自由",0.000295735355133989,"chi_sim_2019"
1977,"自由",0.000294448142605169,"chi_sim_2019"
1978,"自由",0.000299323479079508,"chi_sim_2019"
1979,"自由",0.000309163812614445,"chi_sim_2019"
1980,"自由",0.000316469942585432,"chi_sim_2019"
1981,"自由",0.000333780975779518,"chi_sim_2019"
1982,"自由",0.000334152045460152,"chi_sim_2019"
1983,"自由",0.000334208136856822,"chi_sim_2019"
1984,"自由",0.00034006147844983,"chi_sim_2019"
1985,"自由",0.000341977974000786,"chi_sim_2019"
1986,"自由",0.000343770516337827,"chi_sim_2019"
1987,"自由",0.000355602312733286,"chi_sim_2019"
1988,"自由",0.000358059129212052,"chi_sim_2019"
1989,"自由",0.000362257236182424,"chi_sim_2019"
1990,"自由",0.000365865462559408,"chi_sim_2019"
1991,"自由",0.000358828954631463,"chi_sim_2019"
1992,"自由",0.000350619649647602,"chi_sim_2019"
1993,"自由",0.000336753503818597,"chi_sim_2019"
1994,"自由",0.00032089910902349,"chi_sim_2019"
